,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
38,Ek_Ladki_Ko_Dekha_resampled.mp3,69,2.17560481803297e-05,8.233153220443322e-06,5.133429048465452e-06,3.892746179740159e-06,2.635145226533662e-06,4.381534679250923e-06,1.4659728254533293e-06,8.661091569359455e-07,7.939341866239811e-07,2.0744447731033617e-07,2.3504964744507293e-07,3.3365318390989775e-07,1.194449385350342e-07,2.0133833052037912e-07,1.6368960948190586e-07,1.4562268264938188e-07,1.1589772878127369e-07,3.5533500482304544e-07,8.58640627283559e-08,7.382018996602897e-08,4.736186586517224e-08,3.534727543668066e-08,4.146597336110691e-08,4.826004611005928e-08,3.940410813376548e-08,1.686758964027831e-08,3.408682176713432e-08,1.0208797999572284e-08,1.999530649717233e-08,7.705230354975304e-09,1.4486937793307936e-08,1.1783852382471356e-10,6.751081512342637e-17,2.254713894169309e-18,3.7548384159130374e-19,1.275230648996079e-19,7.127169049682744e-20,5.513907057081302e-20,4.684086082745356e-20,4.313511551897496e-20,4.131595429382102e-20,4.229340289524715e-20,4.077173801203618e-20,4.040967779405313e-20,4.235381459908768e-20,4.0493154867903413e-20,4.017613674922302e-20,3.9757886899607434e-20,4.052634531471992e-20,4.0114426695873944e-20,4.669861852447421e-20,4.0358735453098305e-20,4.052475392364491e-20,4.346385423490625e-20,4.052270061238657e-20,4.332661811190356e-20,4.297841723069596e-20,4.468325254335292e-20,4.1387717873551084e-20,4.784584325270133e-20,4.634292136085137e-20,4.5100912970140995e-20,6.693780318945714e-20,8.637432590910651e-20,6.938697464970527e-20,8.402215017490788e-20,2.290179636267149e-19,4.1522617465141263e-19,3.2500607994591524e-19
39,Falak_Tak_resampled.mp3,69,8.470821010961615e-05,4.5485382016323396e-05,3.890424009165317e-05,2.4937929738019746e-05,1.9371859419843486e-05,7.930869717885442e-06,4.522686524829701e-06,3.5517177100301166e-06,5.508631017350885e-06,3.2507367692068454e-06,4.025244022808342e-06,1.5799356803020682e-06,1.6775471274452782e-06,1.601430376506396e-06,1.0374533259426496e-06,9.009445267780966e-07,1.3505967383605424e-06,1.0201108857873412e-06,8.443329497323844e-07,1.2147475927128363e-06,7.218583668597765e-07,9.64994977187673e-07,5.945450927677479e-07,4.6389401312011415e-07,5.419316811894883e-07,3.2132479737120627e-07,2.601264615988582e-07,2.3910324580619874e-07,1.4860675956019173e-07,1.324155918668582e-07,1.1571029146968785e-07,4.558137123784263e-10,2.1232138065662582e-16,1.2668141378444949e-17,2.5699001392631766e-18,9.09864689172836e-19,4.778781126013221e-19,3.3522883463436994e-19,2.7844030635052395e-19,2.465857717046773e-19,2.3339190146371617e-19,2.2746301725710335e-19,2.268805213666148e-19,2.2162425646251984e-19,2.2467682462754114e-19,2.1603033875586238e-19,2.3636310327988593e-19,2.1260745680932888e-19,2.3299514901653385e-19,2.1018674091666237e-19,2.2154610104084683e-19,2.2193714528180495e-19,2.1138047927560655e-19,2.1867879676650376e-19,2.154455911514919e-19,2.209543156404987e-19,2.091427654033921e-19,2.4545644482927513e-19,2.491802723468687e-19,2.664156109252069e-19,2.5867286507083304e-19,2.3118039145324813e-19,3.68239933633109e-19,3.5125788910181415e-19,7.2347947297927215e-19,6.533443113830919e-19,8.551092691665306e-19,1.5538190806085143e-18,1.244492575568406e-18
40,Faltu_resampled.mp3,69,0.00037146842366337,5.564928974664579e-05,1.9256995303975034e-05,1.5333916299993404e-05,2.4075793385437296e-05,6.934335739630757e-06,1.0453259908910244e-05,8.18383452266736e-06,5.854954977209615e-06,3.992486973816463e-06,3.5324863988832708e-06,2.136871739951394e-06,2.0699869162981103e-06,1.4512970860439883e-06,1.712084791774169e-06,1.2595691022109556e-06,2.212276293261372e-06,2.1837540298308624e-06,2.1155654101512168e-06,1.5632801930934368e-06,3.3837134444082393e-06,4.123473392994233e-06,1.3447962272275404e-06,1.1314909421054989e-06,1.445381649858536e-06,1.2552031799366724e-06,8.712493589484676e-07,1.1533106542672517e-06,1.2344040127966973e-06,1.1192358531011154e-06,8.371731490215823e-07,2.467644375681704e-09,1.169428400077478e-15,7.641172736758583e-17,1.5075677623439508e-17,4.763893375442175e-18,2.062236733264745e-18,1.2133558025668822e-18,8.939027225569585e-19,7.086488300788101e-19,6.256260317902837e-19,5.464952200540929e-19,5.381820263760721e-19,4.961902761459734e-19,5.084031570731468e-19,4.657281051899707e-19,5.8324677548530855e-19,4.968151387503846e-19,4.861242566951181e-19,4.419604242156579e-19,4.870704401072175e-19,4.545314702554026e-19,4.364332656289347e-19,4.4392965897934435e-19,4.2976606978729585e-19,4.436068181639861e-19,4.312050639823137e-19,4.585779247043113e-19,4.663570583320299e-19,4.808128140862205e-19,4.763117575869322e-19,5.355554214220463e-19,5.57779000171401e-19,5.939491858110612e-19,8.903409838672539e-19,5.122802584541392e-19,9.698762405126408e-19,3.569587502951966e-18,2.8612906378284893e-18
41,Fark_Nahi_Padta__From__Farzi___resampled.mp3,69,0.0002549708020096815,3.4841394453227704e-05,2.0184803522852607e-05,2.1856850783509543e-05,1.3053886106102248e-05,5.378303851665275e-06,7.767821021352182e-06,3.923312057710936e-06,5.383160096530887e-06,5.746088217781304e-06,3.358006669897207e-06,2.0993625964656212e-06,2.202402923948572e-06,1.331341479696925e-06,1.234561751191787e-06,7.83656270453252e-07,1.047437609707461e-06,8.533802071532368e-07,8.290052914477733e-07,8.830382624429092e-07,6.754300355504351e-07,6.561583839145728e-07,7.373513913301147e-07,6.210734811522519e-07,5.941038391193989e-07,4.975566686777959e-07,4.4202023232354576e-07,4.013549851088195e-07,3.6206769305334127e-07,3.5953792279120033e-07,2.8193286339210314e-07,1.7071859472987428e-09,4.944176609613458e-16,2.863749657359945e-17,5.636238561678324e-18,1.860063670148679e-18,8.87817386955568e-19,5.736718271117754e-19,4.540327782111506e-19,3.879891055591422e-19,3.563423762103055e-19,3.3140644421490903e-19,3.2789338652245484e-19,2.9993289677814235e-19,3.194314292654414e-19,3.061761135170608e-19,3.096654530054353e-19,2.9154793595600507e-19,3.0895434873479347e-19,2.971973224437755e-19,3.027333608657115e-19,2.893330324128887e-19,2.900126662768071e-19,3.030485138459197e-19,2.9396069795813193e-19,3.1370426057244482e-19,3.050190173893203e-19,3.286817661439617e-19,3.6640765697308563e-19,3.4693280467437374e-19,3.6484123292171127e-19,3.4177529057980426e-19,4.0247672709229963e-19,4.622673014239643e-19,5.377751550294671e-19,5.91555793178727e-19,7.155104562788859e-19,1.4580205283232838e-18,1.582343940338263e-18
42,Fly_Fly_Away_resampled.mp3,69,0.00014628652513324158,3.713581369039398e-05,1.7413769489166234e-05,8.920195062176829e-06,1.0073222901962921e-05,5.174575697961333e-06,4.342335339641401e-06,1.6226300552758219e-06,1.0061624568755614e-06,1.7607180593540093e-06,1.5059626348312602e-06,5.19872828506969e-07,4.149589810252311e-07,2.5678713378550123e-07,2.4779036803364974e-07,1.9624332246924076e-07,2.870877726748746e-07,1.633911908048869e-07,1.8010111792378277e-07,1.110000148949918e-07,1.082931470897473e-07,9.260583829156106e-08,1.1811875059788095e-07,7.453025872900513e-08,7.615510403526245e-08,7.432017675535216e-08,5.7358449914130726e-08,4.7568515594650886e-08,3.662211715739039e-08,3.3306142188077974e-08,2.391090534633368e-08,9.442106180511781e-11,5.1881075311075005e-17,2.7371648231239067e-18,6.797787419918907e-19,3.2805842881026686e-19,2.3500445682835944e-19,1.9991030994766472e-19,1.901962201678155e-19,1.8836642224101075e-19,1.848498748309552e-19,1.8232777977821105e-19,1.7959159653704878e-19,1.7763608014514669e-19,1.745519375642224e-19,1.733818768926926e-19,1.7757594500379878e-19,1.7397403476797438e-19,1.7589203054355746e-19,1.7334882159237062e-19,1.735370805227785e-19,1.791068978274415e-19,1.7816163133863736e-19,1.780235178861245e-19,1.7188791153003308e-19,1.7530817497771137e-19,1.7138567917599588e-19,1.8996684151129088e-19,1.8429428394077894e-19,2.07589555988555e-19,1.8820970261513847e-19,2.235450829257989e-19,2.815752394863896e-19,2.2520277822515466e-19,3.9907723827486073e-19,3.3624462967427513e-19,6.859521473921746e-19,1.1113452182689632e-18,9.443192571421911e-19
43,Future_Mehbooba_resampled.mp3,69,0.0001776435674636737,6.156175635647471e-05,3.961182509225796e-05,3.959797239252329e-05,1.6705840674563366e-05,1.3744947186327045e-05,5.0143388869509734e-06,4.525419900204605e-06,3.3646769249067813e-06,2.426751435607763e-06,2.1284192074363695e-06,1.23905702873814e-06,8.559143366434514e-07,7.858456026324316e-07,6.770877517119922e-07,7.308822437884288e-07,7.052260696319613e-07,6.773232553935717e-07,5.83739541220547e-07,4.094368991235833e-07,5.361765346157598e-07,3.1604724230947225e-07,3.752006706034478e-07,4.578069969355371e-07,3.774739225246075e-07,3.2635704959505876e-07,2.7990195754204705e-07,2.0411593877264062e-07,2.1907917729505345e-07,1.759766069280243e-07,1.5275232481603747e-07,8.259247464506533e-10,3.0810727439244856e-16,1.682063511252806e-17,3.3245765283769414e-18,1.1729609863530386e-18,6.214483105023289e-19,4.462573050656121e-19,3.7197020974639386e-19,3.4584364846816555e-19,3.194301570059207e-19,3.010020028350367e-19,3.136410510046904e-19,3.0333262087126098e-19,3.014874579021908e-19,2.9520840485534565e-19,2.887652661089051e-19,2.8586765765618597e-19,2.872057967251892e-19,2.81115912009689e-19,2.903888588813913e-19,2.8624346125482645e-19,2.869389313586385e-19,2.8541397732899654e-19,2.833556157774755e-19,2.8504162887459994e-19,2.903840780632475e-19,3.036939774276075e-19,3.0941580693611175e-19,3.2328415802599527e-19,3.5680672265997737e-19,3.5638515758821163e-19,3.7985029076723575e-19,4.078632668374092e-19,6.933763345401778e-19,8.548881778216839e-19,1.078963745218715e-18,1.973409245768783e-18,1.6774216416284382e-18
44,Gerua__From__Dilwale___resampled.mp3,69,5.5680194301874377e-05,2.3818231268385666e-05,2.7531018642474152e-05,3.3472082067719225e-05,3.870269862915684e-05,2.6231315453186955e-05,2.2135119953602187e-05,7.896122804854609e-06,8.14134609091439e-06,8.230114165278321e-06,3.3054965846106157e-06,1.3632023214322964e-06,1.5289727900401376e-06,1.128077175268506e-06,8.929752622709059e-07,6.879806310258257e-07,1.5032996314220413e-06,8.207183502483092e-07,1.1349415077071343e-06,5.181639421281172e-07,5.93496412479221e-07,6.084759358161103e-07,5.08673197053175e-07,3.9346191671661565e-07,4.221471864635494e-07,1.7384892269197496e-07,1.1950622999232278e-07,2.518196756366584e-07,9.83933241326334e-08,1.3543578222529073e-07,6.631941068710499e-08,1.6986020529683033e-10,1.2831242146274865e-16,7.791226143054815e-18,1.7334522647181774e-18,6.861272448422216e-19,4.018664014766914e-19,3.0475127992790717e-19,2.6415164141342853e-19,2.446710864659938e-19,2.398253190054619e-19,2.2654074338119927e-19,2.210646225317455e-19,2.2279998502369164e-19,2.349335448041791e-19,2.2032605570608335e-19,2.2822907090776555e-19,2.1991043531492543e-19,2.2001483879094505e-19,2.125773275825481e-19,2.250593689656159e-19,2.2781035478955106e-19,2.2432667492019365e-19,2.291995398119714e-19,2.2299467537944337e-19,2.1574234071250603e-19,2.1299569329726604e-19,2.5236456240434567e-19,2.486414162567815e-19,3.707121512733429e-19,3.4164822087099326e-19,4.609909009682273e-19,1.0003729552571765e-18,5.220264396075893e-19,9.42453109304934e-19,4.425802429017783e-19,5.798948222809395e-19,1.0934618880069656e-18,8.791834830359839e-19
45,Haan_Tu_Hain_resampled.mp3,69,0.0001050516398489695,5.147516247555488e-05,3.805641822238431e-05,4.007897192918373e-05,1.7360410381869996e-05,1.4024500567903906e-05,7.602958808813919e-06,5.935049071155929e-06,9.513865364061472e-06,5.057737220950394e-06,3.7262583326725787e-06,1.7652963232291645e-06,3.288618870803276e-06,2.519977208206138e-06,2.3107271406269835e-06,1.3081969642737757e-06,3.2396471239829866e-06,2.842699650359792e-06,3.1586189900202367e-06,2.4047992731300065e-06,1.5411463118913236e-06,3.648948742630907e-06,3.161882578649957e-06,3.1930324413211653e-06,4.2948416320705445e-06,2.8145966436412614e-06,1.989766719541738e-06,7.946583955459391e-07,5.215434625880182e-07,6.845007366995721e-07,3.9111584129184e-07,6.606296929234618e-10,6.143792175389145e-16,4.004998848333835e-17,8.451074252566576e-18,2.892294906692681e-18,1.3466384137715299e-18,8.073591964546093e-19,6.04814952423063e-19,4.800139193893674e-19,4.100225036024441e-19,4.2166944146641e-19,4.923133787028609e-19,4.420981974025119e-19,5.009516891618142e-19,3.5814466626291566e-19,4.389054289271367e-19,2.9895415456164555e-19,3.555315724699558e-19,3.240109825546325e-19,3.602373069044432e-19,3.250290998516707e-19,2.9575970115904033e-19,3.1497848308949183e-19,2.870132783899677e-19,3.1437321220079334e-19,2.797392120661645e-19,3.194683995706742e-19,3.5416172371808287e-19,3.4805364974251647e-19,3.735616244465674e-19,3.223260323607941e-19,5.711317562465497e-19,4.0875015559162625e-19,1.1003684536563494e-18,6.524272482388592e-19,1.2177808806280525e-18,1.6921642553481484e-18,1.3850261435403792e-18
46,Haareya__From__Meri_Pyaari_Bindu____resampled.mp3,69,6.533024618134937e-05,7.166721833556503e-05,2.5569979861664754e-05,2.254307449413013e-05,1.4742051704292264e-05,3.111569752057943e-06,2.8607004286314087e-06,1.501700901628694e-06,1.686264874090199e-06,2.7990863531690127e-06,1.7511836225867778e-06,8.507330856567511e-07,9.232087358686913e-07,3.990632277065603e-07,2.3060693888900595e-07,3.854946983424236e-07,8.808288341388932e-07,6.334134696349565e-07,4.676331760254983e-07,2.1415120427040476e-07,1.2744533401743536e-07,1.2688192909484547e-07,1.453863622259783e-07,1.7242234124666918e-07,1.6374260630694906e-07,5.240979420621715e-08,5.857316860603589e-08,4.944577594779888e-08,5.260971410818283e-08,4.945576359830304e-08,4.409891908192508e-08,9.09782671416313e-11,8.12647333367095e-17,4.345581887779814e-18,9.407596233098612e-19,3.928076596469394e-19,2.5204595494061717e-19,2.0979114457648824e-19,1.9194796105377115e-19,1.803562747623429e-19,1.743421089496727e-19,1.6884550169438704e-19,1.6896314396550237e-19,1.6927116985067588e-19,1.6761392693178329e-19,1.6965830641146003e-19,1.69706199549435e-19,1.6454310960751077e-19,1.696669695602494e-19,1.6375590310645015e-19,1.7567169500368153e-19,1.7635453039622176e-19,1.74478630298145e-19,1.6597863166931974e-19,1.67008685028604e-19,1.7067632768009228e-19,1.6676938500746857e-19,1.8893326195991735e-19,1.8888262041433846e-19,2.0758624080694659e-19,1.9596526568323373e-19,1.8253742641432645e-19,2.5895372758153703e-19,2.5488518430335476e-19,5.498504969099475e-19,3.781895893048756e-19,1.1157486129126941e-18,1.0288398391395527e-18,9.453736388321667e-19
47,Hai_Dil_Ye_Mera_resampled.mp3,69,0.00011869645816487833,6.919389206812862e-05,4.0077723742609086e-05,5.3750147996924176e-05,4.583886783252513e-05,1.5720145251765682e-05,1.3024041362392543e-05,3.963405521534045e-06,3.929506146020579e-06,5.240807730332107e-06,7.2431101600232694e-06,2.276156227684166e-06,3.4210900336123844e-06,2.9581220220582608e-06,2.169296440384503e-06,9.196562222427652e-07,2.0569959088519114e-06,9.783384884071803e-07,9.12081564090217e-07,4.314014970547377e-07,3.3389521885106706e-07,3.2759829241472273e-07,4.206392317960628e-07,3.9534989207565914e-07,4.000739960146102e-07,4.155056466035142e-07,5.280163662371036e-07,5.480211603986298e-07,5.130032941786777e-07,6.506921055869936e-07,4.6061015304075713e-07,2.8963302522556497e-09,8.880440947090362e-16,4.834763011812831e-17,8.952850982254577e-18,2.7650553383218333e-18,1.2107716942709476e-18,7.288234912709269e-19,5.578476187344562e-19,4.515282683849253e-19,4.038703370112598e-19,3.7214275243054863e-19,3.5719907255667157e-19,3.3060042213055854e-19,3.261915353015833e-19,3.184236991011768e-19,3.174769256495195e-19,3.0400840912308873e-19,3.112770552156423e-19,3.1351303214017975e-19,3.2269744998223703e-19,3.2775891536289285e-19,3.162515254413364e-19,3.4713551131976064e-19,3.4663291316283734e-19,3.5883842418880122e-19,3.2014914244692573e-19,3.684202967762347e-19,3.8219239893529205e-19,3.8553008876298307e-19,3.5326734377533367e-19,3.4055124452782617e-19,7.646216197955636e-19,4.631109436482977e-19,1.6831739004466202e-18,7.696162735216325e-19,1.4602381543318458e-18,1.812231102665567e-18,1.4797631884439631e-18
48,Halka_Halka__From__Fanney_Khan___resampled.mp3,69,0.0003024328257805451,5.4135293171891903e-05,4.3643927486805235e-05,2.2945800063085828e-05,3.553663579628097e-05,9.096407435201463e-06,1.1007426917275052e-05,9.321833237435762e-06,7.416358890886022e-06,1.25933282613739e-05,4.772564158185757e-06,3.5696353495873406e-06,5.190073223716367e-06,1.928471776068104e-06,2.346775601742689e-06,1.929145963153027e-06,2.125163226344907e-06,1.1965777728954662e-06,2.3003185968451385e-06,1.540817281170703e-06,1.0092504392007516e-06,1.54265730931468e-06,8.276596118231992e-07,6.655958477079943e-07,1.1450891729706252e-06,5.483493416041904e-07,4.7304453194414313e-07,4.678298479724602e-07,4.0466076380482015e-07,4.2182563320133296e-07,2.25831689206295e-07,8.033257288427346e-10,5.146572209113433e-16,2.88377061587351e-17,5.826150680582623e-18,2.028095843598141e-18,1.0407794449162422e-18,7.175668794941632e-19,5.908348616755874e-19,5.298696347647829e-19,5.001444677768805e-19,4.731128523463647e-19,4.585042643194855e-19,4.560551003187839e-19,4.640353844922449e-19,4.400861983777532e-19,4.79266061997975e-19,4.2637337384488904e-19,4.560774448499705e-19,4.395070525826495e-19,4.423814735754631e-19,4.3327468602950084e-19,4.464292317960655e-19,4.70242819527738e-19,4.3045869683600047e-19,4.499359903098338e-19,4.540411059147945e-19,4.792233760933904e-19,6.097082004735733e-19,5.448645849627493e-19,5.271140496833291e-19,5.063728188739965e-19,6.785908056103294e-19,9.075981567676902e-19,8.855782966834001e-19,6.604022037022582e-19,1.1838156711446645e-18,1.79998496936374e-18,1.5139418704815203e-18
49,Hamari_Adhuri_Kahani__Title_Track__resampled.mp3,69,5.3205218939905806e-05,6.494010900803906e-05,3.906185019042669e-05,3.6256825821876756e-05,3.0490369740436254e-05,8.789079382693302e-06,1.3848658464573194e-05,4.301624868259582e-06,1.2020835165004758e-05,3.521489868544052e-06,2.304023751221344e-06,1.080983976514387e-06,1.239611036709434e-06,6.649949256370369e-07,6.875063892589182e-07,6.390805789237484e-07,8.454998293689255e-07,4.884232284157563e-07,4.4941289890800865e-07,4.247777708202696e-07,3.182754660627258e-07,4.0529263103670264e-07,3.8906709669437345e-07,4.2173551798181787e-07,4.474731399053263e-07,2.7988908073093093e-07,3.0870399182882976e-07,2.3005676625269e-07,1.8957061136520825e-07,1.9028900696281702e-07,8.294565816456047e-08,2.3108970554227508e-10,1.598421294403216e-16,9.926405312754214e-18,2.2128065488626224e-18,8.455119468292197e-19,4.681439551235696e-19,3.3797592693977396e-19,2.867584367754562e-19,2.604343325089708e-19,2.478929641962785e-19,2.37925202165353e-19,2.393881371597717e-19,2.2956029417152935e-19,2.320879831545936e-19,2.1934007740972427e-19,2.273999136697766e-19,2.1524282636642134e-19,2.2020957845993314e-19,2.1479513425682363e-19,2.221851080026335e-19,2.2173273318180216e-19,2.179045968934808e-19,2.282378475604788e-19,2.1643892126069232e-19,2.2173088438776885e-19,2.140216380979999e-19,2.357567217067392e-19,2.605430929737725e-19,2.8619650798537065e-19,3.7721806907484966e-19,2.756448351699815e-19,5.339414134532186e-19,4.04570061247428e-19,9.581815967071606e-19,5.543679266583261e-19,1.2106468563945497e-18,8.22955860723627e-19,6.819790056686087e-19
50,Har_Kisi_Ko_resampled.mp3,69,7.125077142417753e-05,4.080117879263416e-05,3.2005410274212386e-05,3.509697723650539e-05,5.1982314187529154e-05,9.781984601296324e-06,1.3571391469114565e-05,1.1516084065806526e-05,9.174837826164305e-06,3.7911300568409874e-06,2.818373523244654e-06,1.5892558824678252e-06,7.767471331882066e-07,9.083663709715121e-07,6.729562748352123e-07,9.60099827643921e-07,8.060998739279499e-07,1.070745743410433e-06,5.292247409995626e-07,4.339380777802355e-07,3.7964504440917865e-07,5.495480381541126e-07,5.283996589370328e-07,7.625767794758026e-07,5.463640137903907e-07,4.20426994229283e-07,2.938838925562093e-07,2.4180500418546724e-07,2.3728206983820478e-07,2.7086299217255753e-07,1.6648735367680136e-07,7.498593748793718e-10,3.545874592406457e-16,1.8857654348211427e-17,3.6742480102096125e-18,1.2391458898320658e-18,6.102087348411835e-19,4.113506988363248e-19,3.325599672520409e-19,2.924229926060763e-19,2.7342455810906613e-19,2.533433869935632e-19,2.5548156167103768e-19,2.5088266430283516e-19,2.570755659777552e-19,2.500941097991651e-19,2.4654640361934665e-19,2.2909032428743097e-19,2.3572206285075777e-19,2.310537685092553e-19,2.492598054332213e-19,2.4324215597118593e-19,2.403830740438663e-19,2.4417714608551963e-19,2.2962045645911606e-19,2.389863253207136e-19,2.342102011592915e-19,2.463321506628909e-19,2.635892555084278e-19,3.1422153860435475e-19,4.161830826812924e-19,3.959171207645054e-19,3.480385057673078e-19,8.17753976510887e-19,7.654620889950131e-19,6.443168214216607e-19,8.362596017405474e-19,1.065911232495451e-18,8.635062529012033e-19
51,Hookah_Bar_resampled.mp3,69,0.00014597639791258518,2.0186910306388228e-05,7.379032696064341e-06,1.9758312174110905e-05,7.331219965272396e-06,1.157322544132516e-05,8.464145672907079e-06,8.000882839418762e-06,6.931416060869001e-06,6.502610427313376e-06,4.8098421741885e-06,2.090890926800201e-06,2.0546371549213483e-06,2.4027476767527082e-06,1.7550232714578469e-06,2.1952307127096033e-06,2.139585209398929e-06,1.1079643390884427e-06,2.5766342661631437e-06,1.2657055828400266e-06,3.01087802278418e-06,2.52933236349533e-06,2.2748970475380175e-06,8.21513677673451e-07,6.190524438783835e-07,3.760743985880271e-07,2.788726652451414e-07,2.902421672503639e-07,3.045243108076552e-07,3.7879162656678605e-07,1.7275840041891842e-07,5.317091599614253e-10,3.872907809316263e-16,2.1579551874353983e-17,4.2929627860229776e-18,1.44596747443183e-18,6.958076252643117e-19,4.508706673599542e-19,3.5953327600480666e-19,3.0528477471289947e-19,2.729826208083625e-19,2.54813621703987e-19,2.4607622468423865e-19,2.4193460469126493e-19,2.5645068024762305e-19,2.8315330558991804e-19,3.355759136591673e-19,3.1253228444937414e-19,2.7352087219557e-19,2.4981306154607206e-19,2.4571096066946043e-19,2.3905056219730294e-19,2.582987481234187e-19,2.7876127985503054e-19,2.605191842260641e-19,2.348428799360278e-19,2.1695699263484516e-19,3.3981244304381044e-19,2.4852212834216576e-19,3.6610373899879134e-19,3.041101547415347e-19,3.7777813315526586e-19,4.381641739004358e-19,2.7203446976000013e-19,5.5914734238634205e-19,2.980019723809858e-19,4.1034009078285553e-19,1.616962243050991e-18,1.2919368472547585e-18
52,Hosanna_resampled.mp3,69,0.00012481099792495466,2.853727213281381e-05,2.59083686093027e-05,3.1396687351367496e-05,1.2834333390171204e-05,8.305418089868665e-06,8.350252676770823e-06,9.010691122880937e-06,3.8966114714545965e-06,3.5620826854700427e-06,2.0079266946762253e-06,1.8404649845984678e-06,1.721417709986875e-06,1.0705556719704236e-06,1.227310410976462e-06,1.0725599875639134e-06,1.1531036499446813e-06,1.117765495971985e-06,8.610168245883755e-07,1.012443895548401e-06,8.563608848828964e-07,9.291966784340257e-07,7.604099279024386e-07,6.462299312610169e-07,6.084109010795961e-07,5.762951581436026e-07,5.410467540232021e-07,4.7107492318682885e-07,4.447623532588812e-07,4.468442407888383e-07,2.0066398430056824e-07,1.2397864962193677e-09,4.1442636036206485e-16,2.4807088987833533e-17,5.03397382566261e-18,1.6766730509050952e-18,7.846526650091256e-19,4.862798704041189e-19,3.7627703729803855e-19,3.24934651855812e-19,2.87820892387888e-19,2.7309512197214884e-19,2.6585970366475344e-19,2.4557522625862267e-19,2.487802948654861e-19,2.3601285792603242e-19,2.519034500293104e-19,2.3060164690960807e-19,2.5018324164350217e-19,2.250379687330984e-19,2.3906435954500457e-19,2.291312257862474e-19,2.291013477598375e-19,2.3875818600977644e-19,2.2223686763640616e-19,2.3398682246623887e-19,2.3579789413339144e-19,2.396080134090362e-19,2.6281037564263126e-19,2.5677403196615726e-19,3.1408249575140875e-19,2.907610296419473e-19,3.750213964570519e-19,3.701820311050446e-19,5.439170988830456e-19,4.903248180504532e-19,5.574907091910995e-19,1.406717640779531e-18,1.1497444196343644e-18
53,Ishaqzaade_resampled.mp3,69,3.331022298317124e-05,3.247731503741243e-05,1.1082171800364845e-05,1.589041505668172e-05,1.2471025702143577e-05,1.8236262157229137e-06,3.907049302481445e-06,2.508209342440142e-06,1.9936190648760175e-06,1.8607203739515116e-06,9.667710160460338e-07,7.805763226701502e-07,1.0286725386966955e-06,5.438948177965574e-07,5.401383982425037e-07,2.781020849732814e-07,5.221543382569694e-07,4.004914826278048e-07,2.9596759472350577e-07,2.662766621000745e-07,1.902822130601913e-07,2.4665069763343267e-07,2.0212978614934217e-07,1.3005231046438546e-07,1.3237498975170236e-07,8.151350999073296e-08,6.757216746012576e-08,5.712445956926773e-08,5.264859871621999e-08,5.391384548296693e-08,3.881652303244604e-08,8.688675695581693e-11,7.340290981710995e-17,4.135268299711929e-18,8.528196087908499e-19,3.202389112392295e-19,1.8247281440735271e-19,1.382501070076131e-19,1.1989433809230028e-19,1.107422550849075e-19,1.0464347864175437e-19,1.0229958771805999e-19,1.0144462146477225e-19,9.863735646774601e-20,1.0086988941705454e-19,1.0040001579794272e-19,1.0244486767992043e-19,9.72454290017346e-20,1.0325143694743858e-19,9.692513864708744e-20,1.0269068573455974e-19,1.0073341984269808e-19,9.928918577525627e-20,1.0499817726523705e-19,9.858172328908104e-20,1.0558461810922965e-19,1.0118509734139661e-19,1.0757683406575778e-19,1.2411141505836742e-19,1.1977413270145125e-19,1.3735154609208136e-19,1.1433161676388172e-19,1.5806266839406798e-19,2.6996367891148953e-19,2.500646241570277e-19,2.7262758483885124e-19,4.681590646336638e-19,4.8610748995458e-19,4.143773897750364e-19
54,Ishq_Bulaava_resampled.mp3,69,9.050478022023368e-05,6.557052236731379e-05,3.1077773341728655e-05,2.8459861575366823e-05,2.8631392301642273e-05,6.3063265442716534e-06,6.768902915385341e-06,3.2684293019748335e-06,1.9398499097542267e-06,2.7067818213670423e-06,1.9203048184691842e-06,1.1926558607121379e-06,3.1447125477909336e-06,1.0598920165377326e-06,1.6969578844331004e-06,7.662307185495245e-07,1.4531241320177822e-06,4.639817230542044e-07,7.794783325179278e-07,5.550254049944853e-07,5.025950951802238e-07,7.405934594501918e-07,5.239371719061437e-07,1.9642002694765516e-07,2.93586981564709e-07,1.3341819958823756e-07,1.975303051611783e-07,1.717958916522997e-07,1.285947512780495e-07,1.6961286230717825e-07,7.910982512187667e-08,2.74325033395728e-10,1.6392269592037996e-16,9.449767952727884e-18,2.032490616831432e-18,7.755736990300311e-19,4.354717119470123e-19,3.2241320656864594e-19,2.7564914854128333e-19,2.5347275293958756e-19,2.4101982884898685e-19,2.341264406422538e-19,2.294399191996035e-19,2.244083472232204e-19,2.228515161988969e-19,2.2336007126882644e-19,2.379699933947583e-19,2.203053141897243e-19,2.3379503390707533e-19,2.189781834118616e-19,2.250485017768439e-19,2.262729824851875e-19,2.2787352223536974e-19,2.5453289853970475e-19,2.2615652763908684e-19,2.388334709983563e-19,2.285389033668187e-19,2.4277827258493012e-19,2.446929395032322e-19,2.43790352128604e-19,2.464279874018119e-19,2.428459318937079e-19,4.344206393669137e-19,3.8982682681894116e-19,8.799175097835733e-19,5.761949493890248e-19,1.0983866103560783e-18,1.7322041587333972e-18,1.3629249882180415e-18
